//星级|名称
Star_Lv1|一星
ydgn_09|领取您的奖励吧
ydgn_10|返回指挥部
ydgn_11|新的战车已经准备就绪了，将他们编入战斗序列吧
ydgn_12|请点击编队中的空白位置
ydgn_13|点击新战车，将战车编入部队
ydgn_14|新战车已编入部队，我们可以继续战斗了
ydgn_15|请点击这里直接进行下一步的任务
ydgn_16|坦克集结完毕，现在出发吗？
ydgn_17|请您命令前线指挥官，呼叫【轰炸支援】！
ydgn_18|请点击“制造”，进入制造车间
ydgn_19|点击领取总部送来的歼击车吧！
ydgn_20|请求切换战术，打击敌人！
ydgn_21|请您选择新的战术！
ydgn_22|<21#军械库>是对坦克进行集中改造的地方
ydgn_23|点击可进行改造的坦克
ydgn_24|前往<21#改造>界面
ydgn_25|请点击“强化”，进入坦克强化车间
ydgn_26|请领取总部最新发放的奖励!
ydgn_27|选择研发坦克
ydgn_28|部队又壮大了，让我们继续战斗！
ydgn_29|又有新的奖励了，请及时查看
ydgn_30|刚刚获得了一些经验勋章，使用它们可以快速获得坦克经验
ydgn_31|点击使用<21#坦克勋章>，快速提升坦克等级！
ydgn_32|在这里，不用坦克图纸也可以制造出强大的坦克单位
ydgn_33|请点击招募指挥官，希望您能招募到更好的前线指挥官
ydgn_34|请更换新的指挥官，编队作战能力会变得更强大！
ydgn_35|请更换新的指挥官，编队会变得更强大！
ydgn_36|请点击战争之王，开启战力称霸之旅！
ydgn_37|选择一个相当的对手，可以取得更多的胜利
ydgn_38|等待命令，开始战斗！
ydgn_39|恭喜长官！战斗胜利！
ydgn_40|测试下新坦克的威力吧！
ydgn_41|我们去看看吧
ydgn_42|补给站是获得坦克的重要途径
ydgn_43|由于您的出色表现，这次可以<21#免费>领取补给！
ydgn_44|点击确定，领取您的坦克图纸。
ydgn_45|请点击“制造”按钮，来进行坦克制造
ydgn_46|点击<21#制造>新的坦克
ydgn_47|消耗材料，可以<21#强化>坦克属性
ydgn_48|请点击<21#编队>按钮，对装甲队伍进行编辑吧！
ydgn_49|选择编队中的可上阵的位置
ydgn_50|点击坦克，部署到当前编队中
ydgn_51|对坦克进行升级就是提升坦克作战能力的一条路径
ydgn_52|现在我们来对坦克的部件进行升级强化，来提升坦克的作战能力
ydgn_53|选定坦克，来对这辆坦克的部件进行强化
ydgn_54|前往改装选择界面
ydgn_55|选择坦克部件
ydgn_56|点击<21#升级>按钮来对火炮部件进行强化
ydgn_57|对坦克的部件进行改良，可以提升部件品质，增强作战能力
ydgn_58|选定坦克，来对这辆坦克的部件进行改良
ydgn_59|选择“改良”页签进入改良车间
ydgn_60|点击对部件进行改良，提升坦克作战能力
ydgn_61|点击缺少的材料可以快速进入关卡获取材料
ydgn_62|点击关卡，进入关卡获取强化材料
ydgn_63|点击“强化”按钮对当前坦克进行强化
ydgn_64|前往<21#坦克制造厂>
ydgn_65|点击“制造”按钮，生产属于您的坦克单位
ydgn_66|现在，对他们进行<21#编队>吧
ydgn_67|点击领取补给箱，更有可能招募到前线指挥官
ydgn_68|免费购买一次。高级指挥官期待与您共赴前线
ydgn_69|恭喜您获得了一名新指挥官
ydgn_70|让我们来把新的指挥官编辑到队列中
ydgn_71|选择刚刚招募到的新指挥官
ydgn_72|指挥官更换成功，返回指挥部
ydgn_73|现在有了足够的材料，再来对坦克进行强化吧！
ydgn_74|战争之王活动开启了，在这里可以和其他玩家一较高下
ydgn_75|战争之路开启了，各种资源应有尽有
ydgn_76|参加一次霸王行动吧！
ydgn_77|进入掠夺物资，获取海量资源
ydgn_78|新的活动巴巴罗萨计划开启了，让我们通过战争之路进入活动吧！
ydgn_79|点击开始巴巴罗萨计划
ydgn_80|总部支援的歼击车到了，赶紧领取吧！
ydgn_81|点击前往战略大作战
ydgn_82|刚刚获得的坦克原件可以对坦克<21#进行改造>
ydgn_83|点击前往关卡<21#海滩要塞>
ydgn_84|点击前往关卡<21#瑟堡军港>
ydgn_85|点击前往关卡<21#最后的阵地>
ydgn_86|在战斗中获得的坦克勋章，可以用来对坦克进行<21#升级>
ydgn_87|请<21#领取>补给
ydgn_88|点击查看<21#情报>
ydgn_89|前往新的<21#战区>，获取情报点
ydgn_90|搜查敌人的<21#弹药库>
ydgn_91|点击<21#激活>对坦克进行改造
ydgn_92|关闭提示，领取奖励
ydgn_93|马上开始侦查任务吧！
ydgn_94|立刻执行下一个任务吧！
ydgn_95|现在，对他们进行<21#编队>吧
ydgn_96|点击切换自动战斗
ydgn_97|点击切换战斗速度
ydgn_98|点击前往军械库
ydgn_99|选择第1辆坦克
ydgn_100|精英战役掉落的材料可以改良装备
ydgn_101|改良装备会改变装备的属性和品质
ydgn_102|点击前往霸王行动
ydgn_103|参加一次夺宝奇兵
gnjs_01|功能暂未开启
gnjs_02|功能暂未开启
gnjs_03|功能暂未开启
gnjs_04|功能暂未开启
gnjs_05|功能暂未开启
gnjs_06|功能暂未开启
gnjs_07|功能暂未开启
gnjs_08|功能暂未开启
gnjs_09|功能暂未开启
gnjs_10|功能暂未开启
gnjs_11|功能暂未开启
gnjs_12|功能暂未开启
gnjs_13|功能暂未开启
gnjs_14|功能暂未开启
//兑换码领奖中心文本
giftcode|兑换码奖励
giftcode1|感谢您加入官方QQ群
giftcode2|感谢您的反馈
giftcode3|感谢您的反馈
giftcode4|玩家回归礼包
giftcode_content1|尊敬的指挥官阁下，感谢您参加本次测试并加入官方QQ群，特奉上一些军备物资，祝您在装甲前线的铁血征途中征战愉快~
giftcode_content2|尊敬的指挥官阁下，感谢您对《装甲前线》的关爱与帮助，特奉上一些军备物资，祝您在装甲前线的铁血征途中征战愉快~
giftcode_content3|尊敬的指挥官阁下，感谢您对《装甲前线》的关爱与帮助，特奉上一些军备物资，祝您在装甲前线的铁血征途中征战愉快~
giftcode_content4|尊敬的指挥官阁下，欢迎回到战场。为了感谢您对《装甲前线》的关爱与帮助，特奉上一些军备物资，祝您在装甲前线的铁血征途中征战愉快。
giftcode_content|本礼品码包含以下奖励
//设置文字
set_1001|名称
set_1002|更换名称
set_1003|竞技场排名
set_1004|设置:
set_1005|声音
set_1006|音效
set_1007|点击音效
set_1008|司令官！确定要离开吗？
set_1009|个人设置
set_1010|修改昵称
set_1011|更换头像
set_1012|首次修改昵称是免费的哦
set_1013|暂时还没有获得这类道具哦
set_1014|该选项下没有坦克
set_1015|该任务已过期
//运营活动
activity_limit_01|当前服务器剩余数量
activity_center_01|活动中心
announcement_01|游戏公告
welfare_center_01|福利中心
//系统公告
refresh_prompt_01|活动已结束，无法领取。
refresh_prompt_02|活动已结束
tnt_elite_enemy_ahead|前方精英敌人
select_tactics|选择战术
//涂装相关名字与描述
Camouflage01|深灰
Camouflage02|橄榄绿
Camouflage03|军绿
Camouflage04|三色涂装
Camouflage05|伏击涂装
Camouflage06|圆斑涂装
Camouflage07|枯叶涂装
Camouflage08|沙漠涂装
Camouflage09|丛林涂装
Camouflage10|雪豹涂装
Camouflage11|冬季涂装
Camouflage12|雪地涂装
Camouflage13|斑马涂装
Camouflage14|冬季涂装
Camouflage15|虎式涂装
Camouflage16|斐迪南
Camouflage17|斑纹涂装
Camouflage18|岩斑涂装
Camouflage19|斑点涂装
Camouflage20|褐斑点涂装
Camouflage21|青苔涂装
Camouflage22|网格涂装
Camouflage23|沙漠分裂涂装
Camouflage24|沙漠斑点涂装
Camouflage25|多色斑马涂装
Camouflage26|沙漠分裂涂装
Camouflage27|大斑点涂装
Camouflage28|多色斑点涂装
Camouflage29|绿色分裂涂装
Camouflage30|棕色斑点涂装
Camouflage31|三色条纹涂装
Camouflagedes01|战车出厂时的涂装，单一配色显得干净整齐。
Camouflagedes02|战车出厂时的涂装，单一配色显得干净整齐。
Camouflagedes03|战车出厂时的涂装，单一配色显得干净整齐。
Camouflagedes04|标准三色作战涂装，可以起到一定的隐蔽效果。
Camouflagedes05|复杂的涂装图样可以打碎车体的侧影，更不容易被发现。
Camouflagedes06|斑点涂装的早期样式，近距离隐蔽效果很好。
Camouflagedes07|热带战场上的常见涂装。
Camouflagedes08|沙漠地区常用的三色涂装。
Camouflagedes09|在丛林地区常用的三色涂装。
Camouflagedes10|雪地斑点涂装，因为外观像是某种猫科动物的毛皮而得名。
Camouflagedes11|使用了网格结构的雪地涂装，在植被地区可以起到很好的隐蔽效果。
Camouflagedes12|雪地战使用的三色涂装。
Camouflagedes13|雪地战使用的双色条纹涂装。
Camouflagedes14|在大雪覆盖的平原地区效果较好的涂装。
Camouflagedes15|虎式王牌魏特曼的西线座车涂装。
Camouflagedes16|大名鼎鼎的653重装甲歼击营样式，经典的伪装网涂装。
Camouflagedes17|丛林地区使用的双色涂装，虽然是早期样式但效果显著。
Camouflagedes18|沙漠地区使用的涂装，隐蔽效果显著。
Camouflagedes19|不规则条纹与斑点组成的涂装，多用于城市战。
Camouflagedes20|绿色换成褐色的斑点涂装，多用于城市战。
Camouflagedes21|森林地带使用的涂装，隐蔽效果显著。
Camouflagedes22|平原地区使用的网格涂装，侧面隐蔽效果较好。
Camouflagedes23|适用于雨季过后的沙漠地区。
Camouflagedes24|广泛应用于北非战场的涂装。
Camouflagedes25|效果较好的伏击涂装，被广泛运用在多种场合。
Camouflagedes26|D军在北非广泛使用的涂装。
Camouflagedes27|绿色和黄色组合的涂装，多用于西线战场。
Camouflagedes28|D军广泛使用的伏击涂装。
Camouflagedes29|S军在夏季经常使用的涂装。
Camouflagedes30|绿色和棕色组合的涂装，多用于东线战场。
Camouflagedes31|通过绘画形式组合的条纹涂装，只有部分精锐部队使用。
Camouflage32|虎纹涂装
Camouflage33|超级英雄涂装
Camouflage34|超级英雄涂装
Camouflage35|鲨鱼涂装
Camouflage36|黄金涂装
Camouflagedes32|见证战场之王的威严吧！
Camouflagedes33|你也可以获得超级英雄的力量！
Camouflagedes34|你也可以获得超级英雄的力量！
Camouflagedes35|没什么隐蔽能力的涂装，但是可以增加威慑力。
Camouflagedes36|壕的光芒与你同在。
//切片式引导
content_section_0110|中型坦克
content_section_0111|稳定射击
content_section_0112|能力全面
content_section_0113|攻防平衡
content_section_0114|中型坦克
content_section_0121|兼顾射速与单发伤害，能够持续平稳地进行火力输出。
content_section_0122|搭载多样化的作战系统，能适应多变的战局。
content_section_0123|很好地平衡了攻击与防御方面的属性。
content_section_0124|中型坦克保持高机动性的同时拥有不错的耐久和强力的武器，是战场上的中坚力量。
content_section_0210|自行火炮
content_section_0211|重炮轰击
content_section_0212|持续灼烧
content_section_0213|后方支援
content_section_0214|自行火炮
content_section_0221|虽然射速缓慢，但是自行火炮的每一次攻击，都能在大范围内造成伤害。
content_section_0222|火炮可以对敌人造成持续的伤害与负面效果。
content_section_0223|在合适的团队保护下，火炮能够在编队后方发挥最大实力。
content_section_0224|自行火炮具有强大的范围伤害能力，能为团队提供可观的火力支援。
content_section_0310|轻型坦克
content_section_0311|高射速
content_section_0312|战地侦察
content_section_0313|灵活机动
content_section_0314|轻型坦克
content_section_0321|轻型坦克可以利用其高射速高效打击敌方目标单位。
content_section_0322|轻型坦克善于侦察，拥有各种辅助能力，能够削弱敌人或强化队友。
content_section_0323|轻型坦克可以利用自身强大的速度和机动性，更好地规避敌方的炮火。
content_section_0324|轻型坦克可以利用自身强大机动性，高效地打击并摧毁敌方目标。
content_section_0410|歼击车
content_section_0411|穿甲炮击
content_section_0412|贯通杀伤
content_section_0413|装甲防护
content_section_0414|歼击车
content_section_0421|歼击车发射的穿甲弹可以轻易穿透装甲，造成单个目标的高额伤害。
content_section_0422|歼击车可以发动强大的贯通伤害技能，击穿前方的所有目标。
content_section_0423|歼击车拥有良好的正面装甲，能在激烈的交火中保全自身。
content_section_0424|歼击车装备着强大的反坦克炮，专为猎杀坦克而生。
content_section_0510|重型坦克
content_section_0511|移动要塞
content_section_0512|绝对防御
content_section_0513|重装肉盾
content_section_0514|重型坦克
content_section_0521|重型坦克单发伤害高，但庞大的体型使其难以闪避敌方的攻击，射速也较为缓慢。
